City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season
North Richland Hills,TX,TARRANT,2021-07-30,32.8,-97.2,2021,7,30,9,Summer
Hackettstown,NJ,WARREN,2021-07-30,40.9,-74.8,2021,7,30,2,Summer
Havertown,PA,DELAWARE,2021-07-30,40.0,-75.3,2021,7,30,3,Summer
Springfield,MO,GREENE,2021-07-30,37.2,-93.3,2021,7,30,6,Summer
Burlington,KY,BOONE,2021-07-30,39.0,-84.7,2021,7,30,16,Summer
Saint Paul,MN,HENNEPIN,2021-07-30,44.7,-93.2,2021,7,30,15,Summer
Cape May,NJ,CAPE MAY,2021-07-30,38.9,-74.9,2021,7,30,40,Summer
Oakland,CA,ALAMEDA,2021-07-30,37.8,-122.2,2021,7,30,9,Summer
Cape Charles,VA,NORTHAMPTON,2021-07-30,37.3,-76.0,2021,7,30,1,Summer
Caldwell,NJ,ESSEX,2021-07-30,40.9,-74.3,2021,7,30,5,Summer
Harrisville,MI,ALCONA,2021-07-30,44.7,-83.3,2021,7,30,31,Summer
Cerro,NM,TAOS,2021-07-30,36.7,-105.7,2021,7,30,9,Summer
Silver Spring,MD,MONTGOMERY,2021-07-30,39.1,-77.0,2021,7,30,26,Summer
Chardon,OH,GEAUGA,2021-07-30,41.6,-81.2,2021,7,30,12,Summer
Charlemont,MA,FRANKLIN,2021-07-30,42.6,-72.9,2021,7,30,6,Summer
Naperville,IL,DUPAGE,2021-07-30,41.8,-88.1,2021,7,30,1,Summer
Naperville,IL,WILL,2021-07-30,41.8,-88.1,2021,7,30,1,Summer
Genoa City,WI,WALWORTH,2021-07-30,42.5,-88.3,2021,7,30,2,Summer
Naples,FL,COLLIER,2021-07-30,26.3,-81.8,2021,7,30,4,Summer
Chicago,IL,COOK,2021-07-30,41.9,-87.6,2021,7,30,116,Summer
Crest Hill,IL,WILL,2021-07-30,41.6,-88.1,2021,7,30,2,Summer
Needham,MA,NORFOLK,2021-07-30,42.3,-71.2,2021,7,30,6,Summer
Toledo,OH,LUCAS,2021-07-30,41.7,-83.6,2021,7,30,16,Summer
Saxonburg,PA,BUTLER,2021-07-30,40.8,-79.8,2021,7,30,1,Summer
Terre Haute,IN,VIGO,2021-07-30,39.5,-87.3,2021,7,30,86,Summer
Bowie,MD,PRINCE GEORGES,2021-07-30,39.0,-76.7,2021,7,30,5,Summer
Tawas City,MI,IOSCO,2021-07-30,44.2,-83.6,2021,7,30,46,Summer
Chelsea,OK,ROGERS,2021-07-30,36.5,-95.4,2021,7,30,3,Summer
Blue Bell,PA,MONTGOMERY,2021-07-30,40.2,-75.3,2021,7,30,32,Summer
Omaha,NE,SARPY,2021-07-30,41.2,-96.0,2021,7,30,16,Summer
New Castle,PA,LAWRENCE,2021-07-30,41.1,-80.3,2021,7,30,3,Summer
New Cumberland,PA,CUMBERLAND,2021-07-30,40.2,-76.9,2021,7,30,51,Summer
Syracuse,NY,ONONDAGA,2021-07-30,43.0,-76.2,2021,7,30,75,Summer
Brigantine,NJ,ATLANTIC,2021-07-30,39.4,-74.4,2021,7,30,2,Summer
New York,NY,NEW YORK,2021-07-30,40.7,-74.0,2021,7,30,62,Summer
New York,NY,NEW YORK,2021-07-30,40.8,-74.0,2021,7,30,124,Summer
Prince Frederick,MD,CALVERT,2021-07-30,38.5,-76.6,2021,7,30,12,Summer
Newark,DE,NEW CASTLE,2021-07-30,39.7,-75.8,2021,7,30,15,Summer
Newark,DE,NEW CASTLE,2021-07-30,39.7,-75.7,2021,7,30,25,Summer
Omaha,NE,DOUGLAS,2021-07-30,41.2,-96.0,2021,7,30,76,Summer
Shirley,NY,SUFFOLK,2021-07-30,40.8,-72.9,2021,7,30,5,Summer
Siloam Springs,AR,BENTON,2021-07-30,36.2,-94.5,2021,7,30,2,Summer
Newburgh,IN,WARRICK,2021-07-30,37.9,-87.4,2021,7,30,4,Summer
Branford,CT,NEW HAVEN,2021-07-30,41.3,-72.8,2021,7,30,1,Summer
Brooklyn,NY,KINGS,2021-07-30,40.6,-74.0,2021,7,30,6,Summer
Toledo,OH,WOOD,2021-07-30,41.7,-83.6,2021,7,30,2,Summer
Los Alamitos,CA,ORANGE,2021-07-30,33.8,-118.0,2021,7,30,3,Summer
Manila,UT,DAGGETT,2021-07-30,41.0,-109.7,2021,7,30,2,Summer
Dayton,OH,GREENE,2021-07-30,39.6,-84.1,2021,7,30,26,Summer
Long Lake,NY,HAMILTON,2021-07-30,44.0,-74.4,2021,7,30,3,Summer
Michigan City,IN,LA PORTE,2021-07-30,41.6,-86.9,2021,7,30,70,Summer
Warwick,RI,KENT,2021-07-30,41.7,-71.5,2021,7,30,4,Summer
Lusby,MD,CALVERT,2021-07-30,38.4,-76.4,2021,7,30,1,Summer
Kansas City,MO,CLAY,2021-07-30,39.2,-94.5,2021,7,30,21,Summer
Lusby,MD,CALVERT,2021-07-30,38.4,-76.5,2021,7,30,1,Summer
Lexington,MI,SANILAC,2021-07-30,43.2,-82.5,2021,7,30,3,Summer
Las Vegas,NM,SAN MIGUEL,2021-07-30,35.5,-105.3,2021,7,30,3,Summer
Marietta,GA,COBB,2021-07-30,33.9,-84.5,2021,7,30,7,Summer
Meredith,NH,BELKNAP,2021-07-30,43.7,-71.5,2021,7,30,1,Summer
Albuquerque,NM,BERNALILLO,2021-07-30,35.1,-106.7,2021,7,30,45,Summer
Wynnewood,PA,MONTGOMERY,2021-07-30,40.0,-75.3,2021,7,30,3,Summer
Kress,TX,SWISHER,2021-07-30,34.4,-101.8,2021,7,30,1,Summer
Wellfleet,MA,BARNSTABLE,2021-07-30,41.9,-70.0,2021,7,30,2,Summer
West Bridgewater,MA,PLYMOUTH,2021-07-30,42.0,-71.0,2021,7,30,6,Summer
Kerrville,TX,KERR,2021-07-30,30.0,-99.1,2021,7,30,1,Summer
West Danville,VT,CALEDONIA,2021-07-30,44.4,-72.2,2021,7,30,18,Summer
Lebanon Junction,KY,BULLITT,2021-07-30,37.9,-85.7,2021,7,30,12,Summer
Midland,MI,MIDLAND,2021-07-30,43.6,-84.3,2021,7,30,20,Summer
Macedonia,OH,SUMMIT,2021-07-30,41.3,-81.5,2021,7,30,2,Summer
Ambler,PA,MONTGOMERY,2021-07-30,40.2,-75.3,2021,7,30,100,Summer
Milwaukee,WI,MILWAUKEE,2021-07-30,43.1,-88.0,2021,7,30,87,Summer
Kansas City,MO,PLATTE,2021-07-30,39.2,-94.5,2021,7,30,10,Summer
Virginia Beach,VA,VIRGINIA BEACH CITY,2021-07-30,36.9,-76.2,2021,7,30,10,Summer
Virginia Beach,VA,VIRGINIA BEACH CITY,2021-07-30,36.9,-76.1,2021,7,30,10,Summer
Mabel,MN,FILLMORE,2021-07-30,43.5,-91.9,2021,7,30,1,Summer
Annapolis,MD,ANNE ARUNDEL,2021-07-30,38.9,-76.5,2021,7,30,10,Summer
Eagle Nest,NM,COLFAX,2021-07-30,36.5,-105.3,2021,7,30,1,Summer
Ballwin,MO,SAINT LOUIS,2021-07-30,38.6,-90.5,2021,7,30,7,Summer
Mill Valley,CA,MARIN,2021-07-30,37.9,-122.5,2021,7,30,4,Summer
Littleton,CO,ARAPAHOE,2021-07-30,39.6,-104.9,2021,7,30,10,Summer
Kansas City,MO,JACKSON,2021-07-30,39.2,-94.5,2021,7,30,13,Summer
Littleton,CO,DOUGLAS,2021-07-30,39.6,-104.9,2021,7,30,4,Summer
Winona,MN,WINONA,2021-07-30,44.0,-91.6,2021,7,30,7,Summer
Littleton,CO,JEFFERSON,2021-07-30,39.6,-104.9,2021,7,30,8,Summer
Livingston,AL,SUMTER,2021-07-30,32.6,-88.2,2021,7,30,2,Summer
Kenansville,NC,DUPLIN,2021-07-30,35.0,-77.9,2021,7,30,1,Summer
Rochester,IN,FULTON,2021-07-30,41.0,-86.2,2021,7,30,1,Summer
Lexington,VA,LEXINGTON CITY,2021-07-30,37.9,-79.6,2021,7,30,15,Summer
Lakewood,OH,CUYAHOGA,2021-07-30,41.5,-81.8,2021,7,30,6,Summer
Dayton,OH,MONTGOMERY,2021-07-30,39.6,-84.1,2021,7,30,62,Summer
Ashland,WI,ASHLAND,2021-07-30,46.6,-90.9,2021,7,30,20,Summer
Derwood,MD,MONTGOMERY,2021-07-30,39.1,-77.1,2021,7,30,6,Summer
West Roxbury,MA,SUFFOLK,2021-07-30,42.3,-71.2,2021,7,30,27,Summer
Lake Park,MN,BECKER,2021-07-30,46.7,-96.1,2021,7,30,4,Summer
Johnson City,TN,WASHINGTON,2021-07-30,36.3,-82.3,2021,7,30,3,Summer
Tulsa,OK,TULSA,2021-07-30,36.0,-95.9,2021,7,30,8,Summer
Mayville,MI,TUSCOLA,2021-07-30,43.4,-83.3,2021,7,30,1,Summer
Tulsa,OK,TULSA,2021-07-30,36.2,-95.8,2021,7,30,8,Summer
Tulsa,OK,TULSA,2021-07-30,36.1,-96.0,2021,7,30,16,Summer
Westhampton Beach,NY,SUFFOLK,2021-07-30,40.8,-72.6,2021,7,30,35,Summer
Asbury Park,NJ,MONMOUTH,2021-07-30,40.2,-74.0,2021,7,30,12,Summer
Lumberton,NJ,BURLINGTON,2021-07-30,40.0,-74.8,2021,7,30,45,Summer
Deep River,CT,MIDDLESEX,2021-07-30,41.4,-72.4,2021,7,30,2,Summer
West Hartford,CT,HARTFORD,2021-07-30,41.8,-72.8,2021,7,30,10,Summer
Lowell,MI,KENT,2021-07-30,42.9,-85.4,2021,7,30,1,Summer
Bayside,NY,QUEENS,2021-07-30,40.8,-73.8,2021,7,30,5,Summer
New York,NY,NEW YORK,2021-07-31,40.8,-74.0,2021,7,31,558,Summer
Oklahoma City,OK,OKLAHOMA,2021-07-31,35.5,-97.4,2021,7,31,17,Summer
Wake Forest,NC,WAKE,2021-07-31,36.0,-78.5,2021,7,31,1,Summer
Arlington,VA,ARLINGTON,2021-07-31,38.9,-77.1,2021,7,31,17,Summer
Atco,NJ,CAMDEN,2021-07-31,39.8,-74.9,2021,7,31,6,Summer
Newark,DE,NEW CASTLE,2021-07-31,39.7,-75.8,2021,7,31,10,Summer
Kennebunk,ME,YORK,2021-07-31,43.4,-70.5,2021,7,31,2,Summer
Broken Arrow,OK,TULSA,2021-07-31,36.0,-95.8,2021,7,31,2,Summer
Broken Arrow,OK,TULSA,2021-07-31,36.1,-95.8,2021,7,31,6,Summer
Estancia,NM,TORRANCE,2021-07-31,34.7,-106.4,2021,7,31,2,Summer
Smyrna,GA,COBB,2021-07-31,33.9,-84.5,2021,7,31,2,Summer
Oklahoma City,OK,OKLAHOMA,2021-07-31,35.5,-97.6,2021,7,31,85,Summer
Champion,PA,WESTMORELAND,2021-07-31,40.0,-79.3,2021,7,31,1,Summer
Harrisburg,PA,DAUPHIN,2021-07-31,40.3,-76.8,2021,7,31,27,Summer
Chandler,OK,LINCOLN,2021-07-31,35.6,-96.9,2021,7,31,2,Summer
Exeter,NH,ROCKINGHAM,2021-07-31,43.0,-70.9,2021,7,31,9,Summer
Glen Mills,PA,DELAWARE,2021-07-31,39.9,-75.5,2021,7,31,4,Summer
Harrisville,MI,ALCONA,2021-07-31,44.7,-83.3,2021,7,31,7,Summer
Oak Lawn,IL,COOK,2021-07-31,41.7,-87.7,2021,7,31,1,Summer
Virginia Beach,VA,VIRGINIA BEACH CITY,2021-07-31,36.8,-76.2,2021,7,31,10,Summer
New Cumberland,PA,CUMBERLAND,2021-07-31,40.2,-76.9,2021,7,31,102,Summer
Ashland,KY,BOYD,2021-07-31,38.4,-82.6,2021,7,31,12,Summer
Spring,TX,HARRIS,2021-07-31,30.1,-95.4,2021,7,31,12,Summer
Rockaway Park,NY,QUEENS,2021-07-31,40.6,-73.8,2021,7,31,10,Summer
Brick,NJ,OCEAN,2021-07-31,40.1,-74.1,2021,7,31,6,Summer
Milton,VT,CHITTENDEN,2021-07-31,44.6,-73.1,2021,7,31,3,Summer
Syracuse,NY,ONONDAGA,2021-07-31,43.0,-76.3,2021,7,31,25,Summer
Elyria,OH,LORAIN,2021-07-31,41.3,-82.1,2021,7,31,6,Summer
Norwalk,CT,FAIRFIELD,2021-07-31,41.1,-73.4,2021,7,31,32,Summer
Springfield,MO,GREENE,2021-07-31,37.2,-93.3,2021,7,31,12,Summer
Brigantine,NJ,ATLANTIC,2021-07-31,39.4,-74.4,2021,7,31,2,Summer
Annapolis,MD,ANNE ARUNDEL,2021-07-31,38.9,-76.5,2021,7,31,10,Summer
Newburgh,IN,WARRICK,2021-07-31,37.9,-87.4,2021,7,31,8,Summer
Castleton,VA,RAPPAHANNOCK,2021-07-31,38.7,-78.1,2021,7,31,1,Summer
Grosse Pointe,MI,WAYNE,2021-07-31,42.4,-82.9,2021,7,31,18,Summer
Sumner,TX,LAMAR,2021-07-31,33.8,-95.8,2021,7,31,1,Summer
Newtown Square,PA,DELAWARE,2021-07-31,40.0,-75.4,2021,7,31,40,Summer
Studio City,CA,LOS ANGELES,2021-07-31,34.1,-118.4,2021,7,31,9,Summer
Cary,NC,WAKE,2021-07-31,35.8,-78.8,2021,7,31,1,Summer
Brooklyn,NY,KINGS,2021-07-31,40.6,-74.0,2021,7,31,6,Summer
Henryetta,OK,OKMULGEE,2021-07-31,35.5,-95.8,2021,7,31,6,Summer
Brooklyn,NY,KINGS,2021-07-31,40.6,-73.9,2021,7,31,6,Summer
Brooklyn,NY,KINGS,2021-07-31,40.7,-74.0,2021,7,31,6,Summer
Cape May,NJ,CAPE MAY,2021-07-31,38.9,-74.9,2021,7,31,120,Summer
Okatie,SC,BEAUFORT,2021-07-31,32.3,-81.0,2021,7,31,10,Summer
Lansing,NY,TOMPKINS,2021-07-31,42.5,-76.5,2021,7,31,6,Summer
Stratford,CT,FAIRFIELD,2021-07-31,41.2,-73.1,2021,7,31,1,Summer
Kittery Point,ME,YORK,2021-07-31,43.1,-70.7,2021,7,31,500,Summer
Lancaster,PA,LANCASTER,2021-07-31,40.1,-76.3,2021,7,31,21,Summer
West Hartford,CT,HARTFORD,2021-07-31,41.8,-72.7,2021,7,31,10,Summer
Hackensack,NJ,BERGEN,2021-07-31,40.9,-74.0,2021,7,31,2,Summer
Hagerstown,MD,WASHINGTON,2021-07-31,39.7,-77.7,2021,7,31,4,Summer
Halifax,PA,DAUPHIN,2021-07-31,40.4,-77.0,2021,7,31,10,Summer
Saint Paul,MN,HENNEPIN,2021-07-31,44.9,-93.1,2021,7,31,9,Summer
Lancaster,NY,ERIE,2021-07-31,42.9,-78.7,2021,7,31,1,Summer
North Richland Hills,TX,TARRANT,2021-07-31,32.8,-97.2,2021,7,31,9,Summer
Southwest Harbor,ME,HANCOCK,2021-07-31,44.2,-68.3,2021,7,31,6,Summer
Sperryville,VA,RAPPAHANNOCK,2021-07-31,38.5,-78.2,2021,7,31,1,Summer
Statham,GA,BARROW,2021-07-31,34.0,-83.6,2021,7,31,1,Summer
Roslindale,MA,SUFFOLK,2021-07-31,42.3,-71.1,2021,7,31,2,Summer
Pottstown,PA,MONTGOMERY,2021-07-31,40.2,-75.6,2021,7,31,3,Summer
Pottstown,PA,CHESTER,2021-07-31,40.2,-75.6,2021,7,31,1,Summer
Mckinney,TX,COLLIN,2021-07-31,33.2,-96.6,2021,7,31,6,Summer
Lakewood,OH,CUYAHOGA,2021-07-31,41.5,-81.8,2021,7,31,3,Summer
Middle Village,NY,QUEENS,2021-07-31,40.7,-73.9,2021,7,31,60,Summer
Springfield,VA,FAIRFAX,2021-07-31,38.8,-77.2,2021,7,31,11,Summer
Broken Arrow,OK,WAGONER,2021-07-31,36.0,-95.8,2021,7,31,2,Summer
Keyport,NJ,MONMOUTH,2021-07-31,40.4,-74.2,2021,7,31,12,Summer
Broken Arrow,OK,WAGONER,2021-07-31,36.1,-95.8,2021,7,31,6,Summer
Erie,PA,ERIE,2021-07-31,42.1,-80.0,2021,7,31,12,Summer
Horsham,PA,MONTGOMERY,2021-07-31,40.2,-75.2,2021,7,31,2,Summer
Hooksett,NH,MERRIMACK,2021-07-31,43.0,-71.4,2021,7,31,4,Summer
Oklahoma City,OK,CLEVELAND,2021-07-31,35.5,-97.4,2021,7,31,3,Summer
Oakland,CA,ALAMEDA,2021-07-31,37.8,-122.3,2021,7,31,9,Summer
Oklahoma City,OK,CLEVELAND,2021-07-31,35.5,-97.6,2021,7,31,15,Summer
Saint Paul,MN,DAKOTA,2021-07-31,44.9,-93.1,2021,7,31,33,Summer
Hammond,IN,LAKE,2021-07-31,41.6,-87.5,2021,7,31,6,Summer
Enola,PA,CUMBERLAND,2021-07-31,40.3,-76.9,2021,7,31,14,Summer
Maxwell,NM,COLFAX,2021-07-31,36.6,-104.6,2021,7,31,2,Summer
Milwaukee,WI,MILWAUKEE,2021-07-31,43.0,-87.9,2021,7,31,29,Summer
Gibbstown,NJ,GLOUCESTER,2021-07-31,39.8,-75.3,2021,7,31,1,Summer
Salt Lake City,UT,SALT LAKE,2021-07-31,40.8,-111.9,2021,7,31,40,Summer
Coloma,WI,WAUSHARA,2021-07-31,44.0,-89.6,2021,7,31,12,Summer
Wyoming,MI,KENT,2021-07-31,42.9,-85.7,2021,7,31,2,Summer
Tulsa,OK,CREEK,2021-07-31,36.2,-96.0,2021,7,31,1,Summer
Tulsa,OK,CREEK,2021-07-31,36.0,-95.9,2021,7,31,1,Summer
Bernalillo,NM,SANDOVAL,2021-07-31,35.3,-106.6,2021,7,31,7,Summer
Wyandotte,MI,WAYNE,2021-07-31,42.2,-83.1,2021,7,31,2,Summer
Fall River,MA,BRISTOL,2021-07-31,41.7,-71.1,2021,7,31,1,Summer
Framingham,MA,MIDDLESEX,2021-07-31,42.3,-71.4,2021,7,31,8,Summer
Salt Lake City,UT,SALT LAKE,2021-07-31,40.7,-111.8,2021,7,31,40,Summer
Kalamazoo,MI,KALAMAZOO,2021-07-31,42.3,-85.6,2021,7,31,2,Summer
Vernon Hills,IL,LAKE,2021-07-31,42.2,-88.0,2021,7,31,2,Summer
Pawcatuck,CT,NEW LONDON,2021-07-31,41.4,-71.9,2021,7,31,28,Summer
Paris,TN,HENRY,2021-07-31,36.3,-88.3,2021,7,31,1,Summer
Saint Paul,MN,RAMSEY,2021-07-31,44.9,-93.1,2021,7,31,129,Summer
Kansas City,MO,CLAY,2021-07-31,39.2,-94.5,2021,7,31,84,Summer
Claremont,CA,LOS ANGELES,2021-07-31,34.1,-117.7,2021,7,31,1,Summer
Lusby,MD,CALVERT,2021-07-31,38.4,-76.5,2021,7,31,3,Summer
Gallina,NM,RIO ARRIBA,2021-07-31,36.1,-106.5,2021,7,31,2,Summer
Minneapolis,MN,ANOKA,2021-07-31,45.0,-93.2,2021,7,31,264,Summer
Plano,TX,COLLIN,2021-07-31,33.1,-96.8,2021,7,31,6,Summer
Lutherville Timonium,MD,BALTIMORE,2021-07-31,39.4,-76.6,2021,7,31,4,Summer
Lothian,MD,ANNE ARUNDEL,2021-07-31,38.8,-76.7,2021,7,31,5,Summer
York,PA,YORK,2021-07-31,39.9,-76.7,2021,7,31,124,Summer
Bayside,NY,QUEENS,2021-07-31,40.8,-73.8,2021,7,31,30,Summer
Cookville,TX,TITUS,2021-07-31,33.2,-94.8,2021,7,31,2,Summer
Rochester,IN,FULTON,2021-07-31,41.0,-86.2,2021,7,31,2,Summer
Bayport,MN,WASHINGTON,2021-07-31,45.0,-92.8,2021,7,31,3,Summer
Bayfield,WI,BAYFIELD,2021-07-31,46.8,-90.8,2021,7,31,6,Summer
Minneapolis,MN,HENNEPIN,2021-07-31,44.9,-93.3,2021,7,31,372,Summer
Minneapolis,MN,HENNEPIN,2021-07-31,45.0,-93.2,2021,7,31,682,Summer
Saint Paul,MN,WASHINGTON,2021-07-31,44.9,-93.1,2021,7,31,33,Summer
Mission Viejo,CA,ORANGE,2021-07-31,33.6,-117.7,2021,7,31,3,Summer
Eau Claire,PA,BUTLER,2021-07-31,41.1,-79.8,2021,7,31,8,Summer
Tulsa,OK,TULSA,2021-07-31,36.0,-95.9,2021,7,31,8,Summer
Tulsa,OK,TULSA,2021-07-31,36.2,-96.0,2021,7,31,8,Summer
Raynham,MA,BRISTOL,2021-07-31,41.9,-71.1,2021,7,31,1,Summer
Derwood,MD,MONTGOMERY,2021-07-31,39.1,-77.1,2021,7,31,4,Summer
Fort Collins,CO,LARIMER,2021-07-31,40.6,-105.0,2021,7,31,6,Summer
Mont Vernon,NH,HILLSBOROUGH,2021-07-31,42.9,-71.7,2021,7,31,6,Summer
Ithaca,NY,TOMPKINS,2021-07-31,42.5,-76.5,2021,7,31,3,Summer
Philadelphia,PA,PHILADELPHIA,2021-07-31,40.1,-75.0,2021,7,31,192,Summer
Montezuma,NM,SAN MIGUEL,2021-07-31,35.7,-105.4,2021,7,31,6,Summer
Philadelphia,PA,DELAWARE,2021-07-31,40.1,-75.0,2021,7,31,12,Summer
Pittsburgh,PA,ALLEGHENY,2021-07-31,40.5,-80.1,2021,7,31,170,Summer
Minneapolis,MN,ANOKA,2021-07-31,44.9,-93.3,2021,7,31,144,Summer
Spring,TX,MONTGOMERY,2021-07-31,30.1,-95.4,2021,7,31,18,Summer
Winchester,VA,WINCHESTER CITY,2021-07-31,39.2,-78.2,2021,7,31,4,Summer
Rochester,MI,OAKLAND,2021-07-31,42.7,-83.2,2021,7,31,7,Summer
Mountain View,CA,SANTA CLARA,2021-07-31,37.4,-122.1,2021,7,31,25,Summer
Barling,AR,SEBASTIAN,2021-07-31,35.3,-94.3,2021,7,31,1,Summer
Mount Holly,NJ,BURLINGTON,2021-07-31,40.0,-74.8,2021,7,31,14,Summer
Bloomingdale,NJ,PASSAIC,2021-07-31,41.0,-74.3,2021,7,31,1,Summer
Georgetown,TX,WILLIAMSON,2021-07-31,30.6,-97.7,2021,7,31,8,Summer
Littleton,CO,DOUGLAS,2021-07-31,39.6,-104.9,2021,7,31,4,Summer
Mabel,MN,FILLMORE,2021-07-31,43.5,-91.9,2021,7,31,2,Summer
Mount Gilead,NC,MONTGOMERY,2021-07-31,35.2,-79.9,2021,7,31,2,Summer
Kansas City,MO,JACKSON,2021-07-31,39.2,-94.5,2021,7,31,52,Summer
Littleton,CO,ARAPAHOE,2021-07-31,39.6,-104.9,2021,7,31,10,Summer
Needham,MA,NORFOLK,2021-07-31,42.3,-71.2,2021,7,31,2,Summer
Torrey,UT,WAYNE,2021-07-31,38.1,-111.1,2021,7,31,8,Summer
Alma,MI,GRATIOT,2021-07-31,43.5,-84.7,2021,7,31,15,Summer
Woodbury,NJ,GLOUCESTER,2021-07-31,39.8,-75.1,2021,7,31,5,Summer
Scranton,PA,LACKAWANNA,2021-07-31,41.4,-75.6,2021,7,31,8,Summer
Winchester,VA,FREDERICK,2021-07-31,39.2,-78.2,2021,7,31,8,Summer
Kansas City,MO,PLATTE,2021-07-31,39.2,-94.5,2021,7,31,40,Summer
Littleton,CO,JEFFERSON,2021-07-31,39.6,-104.9,2021,7,31,8,Summer
Shutesbury,MA,FRANKLIN,2021-08-01,42.5,-72.4,2021,8,1,1,Summer
Oakland,CA,ALAMEDA,2021-08-01,37.8,-122.2,2021,8,1,18,Summer
Abingdon,VA,WASHINGTON,2021-08-01,36.7,-82.0,2021,8,1,2,Summer
Castleton,VA,RAPPAHANNOCK,2021-08-01,38.7,-78.1,2021,8,1,1,Summer
Gouldsboro,ME,HANCOCK,2021-08-01,44.5,-68.0,2021,8,1,12,Summer
Derwood,MD,MONTGOMERY,2021-08-01,39.1,-77.1,2021,8,1,6,Summer
Arlington,VA,ARLINGTON,2021-08-01,38.9,-77.1,2021,8,1,34,Summer
Columbus,OH,DELAWARE,2021-08-01,40.0,-83.0,2021,8,1,1,Summer
Philadelphia,PA,PHILADELPHIA,2021-08-01,40.1,-75.0,2021,8,1,96,Summer
Alsip,IL,COOK,2021-08-01,41.7,-87.7,2021,8,1,12,Summer
Chapel Hill,NC,ORANGE,2021-08-01,35.9,-79.1,2021,8,1,4,Summer
Columbus,OH,FRANKLIN,2021-08-01,40.0,-83.0,2021,8,1,27,Summer
Georgetown,TX,WILLIAMSON,2021-08-01,30.6,-97.7,2021,8,1,12,Summer
Concord,MA,MIDDLESEX,2021-08-01,42.4,-71.4,2021,8,1,3,Summer
Forest City,NC,RUTHERFORD,2021-08-01,35.3,-81.8,2021,8,1,3,Summer
Copperas Cove,TX,CORYELL,2021-08-01,31.1,-97.9,2021,8,1,10,Summer
Cookville,TX,TITUS,2021-08-01,33.2,-94.8,2021,8,1,4,Summer
Cambridge,WI,DANE,2021-08-01,43.0,-89.0,2021,8,1,2,Summer
Ashburn,VA,LOUDOUN,2021-08-01,39.0,-77.5,2021,8,1,6,Summer
Camillus,NY,ONONDAGA,2021-08-01,43.0,-76.3,2021,8,1,3,Summer
Amherst,OH,LORAIN,2021-08-01,41.4,-82.2,2021,8,1,7,Summer
Decatur,GA,DEKALB,2021-08-01,33.8,-84.3,2021,8,1,6,Summer
Chelmsford,MA,MIDDLESEX,2021-08-01,42.6,-71.3,2021,8,1,3,Summer
Lakewood,OH,CUYAHOGA,2021-08-01,41.5,-81.8,2021,8,1,3,Summer
Oak Lawn,IL,COOK,2021-08-01,41.7,-87.8,2021,8,1,2,Summer
Oak Lawn,IL,COOK,2021-08-01,41.7,-87.7,2021,8,1,1,Summer
Schenectady,NY,SCHENECTADY,2021-08-01,42.8,-74.0,2021,8,1,13,Summer
Pittsburgh,PA,ALLEGHENY,2021-08-01,40.4,-80.0,2021,8,1,170,Summer
Ann Arbor,MI,WASHTENAW,2021-08-01,42.2,-83.7,2021,8,1,55,Summer
Glencoe,IL,COOK,2021-08-01,42.2,-87.8,2021,8,1,1,Summer
Hardin,MT,BIG HORN,2021-08-01,45.7,-107.6,2021,8,1,1,Summer
Orrstown,PA,FRANKLIN,2021-08-01,40.1,-77.7,2021,8,1,2,Summer
Fontana,CA,SAN BERNARDINO,2021-08-01,34.1,-117.4,2021,8,1,1,Summer
Loveland,OH,CLERMONT,2021-08-01,39.2,-84.2,2021,8,1,10,Summer
Louisville,KY,JEFFERSON,2021-08-01,38.1,-85.8,2021,8,1,124,Summer
Douglas,MA,WORCESTER,2021-08-01,42.0,-71.7,2021,8,1,2,Summer
Saranac,MI,IONIA,2021-08-01,43.0,-85.2,2021,8,1,8,Summer
Londonderry,NH,ROCKINGHAM,2021-08-01,42.9,-71.4,2021,8,1,1,Summer
Oklahoma City,OK,CLEVELAND,2021-08-01,35.6,-97.7,2021,8,1,3,Summer
Lusby,MD,CALVERT,2021-08-01,38.4,-76.5,2021,8,1,1,Summer
Oklahoma City,OK,CLEVELAND,2021-08-01,35.6,-97.5,2021,8,1,3,Summer
Longmont,CO,WELD,2021-08-01,40.2,-105.1,2021,8,1,4,Summer
Erie,PA,ERIE,2021-08-01,42.1,-80.0,2021,8,1,12,Summer
Downers Grove,IL,DUPAGE,2021-08-01,41.8,-88.0,2021,8,1,2,Summer
Friendsville,MD,GARRETT,2021-08-01,39.7,-79.5,2021,8,1,2,Summer
San Gabriel,CA,LOS ANGELES,2021-08-01,34.1,-118.1,2021,8,1,1,Summer
Ozark,MO,CHRISTIAN,2021-08-01,37.1,-93.2,2021,8,1,2,Summer
Longmont,CO,BOULDER,2021-08-01,40.2,-105.1,2021,8,1,2,Summer
Lebanon,CT,NEW LONDON,2021-08-01,41.6,-72.2,2021,8,1,2,Summer
Oxnard,CA,VENTURA,2021-08-01,34.2,-119.1,2021,8,1,11,Summer
Chula Vista,CA,SAN DIEGO,2021-08-01,32.6,-117.1,2021,8,1,4,Summer
Long Beach,CA,LOS ANGELES,2021-08-01,33.8,-118.1,2021,8,1,40,Summer
Lynchburg,VA,LYNCHBURG CITY,2021-08-01,37.4,-79.2,2021,8,1,8,Summer
Chilton,WI,CALUMET,2021-08-01,44.0,-88.3,2021,8,1,2,Summer
